sentence_o_count,sentence_r_count,word_o_count,word_r_count,diff_words,similar_words,perplexity_o,perplexity_r,class,relative_diff_sent,relative_diff_word,diff_word,sim_word,diff_perplexity
15,19,607,310,721,98,24.08267784,12.83646488,1,-0.266666667,0.489291598,1.187808896,0.161449753,11.24621296
20,25,629,411,810,115,13.42351151,12.5450058,1,-0.25,0.346581876,1.287758347,0.182829889,0.87850571
84,31,774,544,978,170,47.80979919,15.48529053,1,0.630952381,0.297157623,1.263565891,0.219638243,32.32450866
26,28,643,404,785,131,12.33799648,12.41636467,1,-0.076923077,0.371695179,1.220839813,0.203732504,-0.07836819
19,18,585,245,700,65,26.49263954,23.18759346,1,0.052631579,0.581196581,1.196581197,0.111111111,3.30504608
4,30,598,514,836,138,27.24085236,9.101277351,1,-6.5,0.140468227,1.397993311,0.230769231,18.13957501
26,23,491,458,97,426,13.56585312,14.98741722,3,0.115384615,0.067209776,0.197556008,0.867617108,-1.4215641
30,27,600,546,58,544,17.53477097,17.90984726,3,0.1,0.09,0.096666667,0.906666667,-0.37507629
28,25,635,568,69,567,17.01753807,17.47698975,3,0.107142857,0.105511811,0.108661417,0.892913386,-0.45945168
33,31,614,591,29,588,21.93442345,23.7089653,3,0.060606061,0.037459283,0.04723127,0.957654723,-1.77454185
25,24,583,569,22,565,14.60698318,14.80362892,3,0.04,0.024013722,0.037735849,0.969125214,-0.19664574
30,27,575,541,82,517,14.64565277,13.53701401,3,0.1,0.059130435,0.142608696,0.899130435,1.10863876
27,23,600,496,138,479,16.4942112,16.85275841,3,0.148148148,0.173333333,0.23,0.798333333,-0.35854721
30,16,590,303,511,191,25.07940674,22.25582886,3,0.466666667,0.486440678,0.866101695,0.323728814,2.82357788
31,26,628,523,127,512,21.29533768,22.64295959,3,0.161290323,0.167197452,0.202229299,0.815286624,-1.34762191
29,27,529,508,109,464,18.11802483,16.72751617,3,0.068965517,0.039697543,0.206049149,0.877126654,1.39050866
32,31,532,526,138,460,19.52794647,18.71189117,3,0.03125,0.011278195,0.259398496,0.864661654,0.8160553
28,19,535,353,336,276,15.01248741,11.21428776,3,0.321428571,0.340186916,0.628037383,0.51588785,3.79819965
25,27,471,499,64,453,12.15523052,12.01690388,3,-0.08,-0.059447983,0.135881104,0.961783439,0.13832664
28,18,553,325,416,231,24.20375252,16.44717598,3,0.357142857,0.412296564,0.752260398,0.417721519,7.75657654
31,29,590,575,59,553,21.16219902,20.59571075,3,0.064516129,0.025423729,0.1,0.937288136,0.56648827
33,34,556,553,109,500,21.33502197,19.09638596,3,-0.03030303,0.005395683,0.196043165,0.899280576,2.23863601
30,29,612,578,64,563,15.32479191,15.26701927,3,0.033333333,0.055555556,0.104575163,0.919934641,0.05777264
31,26,562,476,94,472,19.43659401,23.5268116,3,0.161290323,0.153024911,0.167259786,0.839857651,-4.09021759
28,26,599,565,76,544,21.7487545,21.28056717,3,0.071428571,0.056761269,0.12687813,0.908180301,0.46818733
27,24,592,548,44,548,18.66826057,19.8950386,3,0.111111111,0.074324324,0.074324324,0.925675676,-1.22677803
28,21,593,374,411,278,18.94250107,11.50783634,3,0.25,0.3693086,0.693086003,0.468802698,7.43466473
28,25,634,567,113,544,17.88041306,16.67702675,3,0.107142857,0.105678233,0.178233438,0.858044164,1.20338631
29,30,660,682,28,657,22.24462509,22.2723732,3,-0.034482759,-0.033333333,0.042424242,0.995454545,-0.02774811
32,27,672,603,141,567,14.18591499,14.17693806,3,0.15625,0.102678571,0.209821429,0.84375,0.00897693
26,24,587,554,37,552,14.26926231,15.70365715,3,0.076923077,0.056218058,0.063032368,0.940374787,-1.43439484
34,28,642,559,89,556,17.52035332,19.0046978,3,0.176470588,0.129283489,0.138629283,0.866043614,-1.48434448
28,25,556,485,85,478,23.64340019,25.61230087,3,0.107142857,0.127697842,0.152877698,0.85971223,-1.96890068
32,27,623,526,219,465,12.45868874,12.75631809,3,0.15625,0.155698234,0.35152488,0.746388443,-0.29762935
25,20,601,500,125,488,18.81807327,19.47754288,3,0.2,0.168053245,0.207986689,0.811980033,-0.65946961
27,35,583,736,199,560,24.41780281,15.35722065,3,-0.296296296,-0.262435678,0.341337907,0.960548885,9.06058216
29,26,594,492,158,464,20.66535378,18.54354858,3,0.103448276,0.171717172,0.265993266,0.781144781,2.1218052
29,25,572,538,196,457,27.61645699,28.07284164,3,0.137931034,0.059440559,0.342657343,0.798951049,-0.45638465
27,27,583,589,84,544,18.710392,19.58573532,3,0,-0.010291595,0.144082333,0.933104631,-0.87534332
27,24,557,527,30,527,13.95979786,14.13982964,3,0.111111111,0.053859964,0.053859964,0.946140036,-0.18003178
32,24,552,466,94,462,24.88744164,29.95980835,3,0.25,0.155797101,0.170289855,0.836956522,-5.07236671
23,20,574,519,55,519,18.01556778,16.52150154,3,0.130434783,0.095818815,0.095818815,0.904181185,1.49406624
22,21,562,523,65,510,17.83607674,18.32141876,3,0.045454545,0.069395018,0.115658363,0.90747331,-0.48534202
30,27,606,542,102,523,22.64736557,23.48048019,3,0.1,0.105610561,0.168316832,0.863036304,-0.83311462
28,26,575,550,99,513,22.88050652,22.4314785,3,0.071428571,0.043478261,0.172173913,0.892173913,0.44902802
33,33,617,604,81,570,20.10268784,19.46168518,3,0,0.021069692,0.131280389,0.923824959,0.64100266
27,24,599,555,52,551,27.13780785,28.32651138,3,0.111111111,0.07345576,0.086811352,0.919866444,-1.18870353
26,23,596,553,47,551,19.44331932,20.26258659,3,0.115384615,0.072147651,0.07885906,0.924496644,-0.81926727
26,24,591,550,77,532,27.32879639,27.37105751,3,0.076923077,0.069373942,0.130287648,0.900169205,-0.04226112
28,24,620,542,78,542,20.83434296,22.73137474,3,0.142857143,0.125806452,0.125806452,0.874193548,-1.89703178
30,28,592,498,166,462,21.4842453,19.7061882,3,0.066666667,0.158783784,0.280405405,0.780405405,1.7780571
28,21,576,387,329,317,23.69092369,19.43795204,3,0.25,0.328125,0.571180556,0.550347222,4.25297165
30,31,700,745,65,690,25.12699509,24.37083244,3,-0.033333333,-0.064285714,0.092857143,0.985714286,0.75616265
28,24,591,542,61,536,26.29250145,27.33004189,3,0.142857143,0.082910321,0.10321489,0.906937394,-1.03754044
25,23,579,561,74,533,14.57577133,15.85406303,3,0.08,0.031088083,0.127806563,0.920552677,-1.2782917
28,27,568,522,78,506,23.96807098,27.56974792,3,0.035714286,0.080985915,0.137323944,0.89084507,-3.60167694
23,28,427,445,98,387,6.067102909,6.497241497,4,-0.217391304,-0.042154567,0.229508197,0.906323185,-0.430138588
23,23,401,405,76,365,6.877860069,8.357402802,4,0,-0.009975062,0.189526185,0.910224439,-1.479542733
24,23,416,374,48,371,7.979071617,8.596374512,4,0.041666667,0.100961538,0.115384615,0.891826923,-0.617302895
18,23,400,454,122,366,6.77946043,7.628298759,4,-0.277777778,-0.135,0.305,0.915,-0.848838329
27,29,428,476,102,401,6.236705303,7.273563862,4,-0.074074074,-0.112149533,0.238317757,0.936915888,-1.036858559
22,20,406,345,217,267,5.464352131,6.988050938,4,0.090909091,0.150246305,0.534482759,0.657635468,-1.523698807
20,16,418,265,399,142,7.613973618,11.71439362,4,0.2,0.366028708,0.954545455,0.339712919,-4.100420002
28,22,423,366,159,315,7.738478184,7.691446781,4,0.214285714,0.134751773,0.375886525,0.744680851,0.047031403
28,28,409,399,118,345,5.15836525,6.291862488,4,0,0.024449878,0.288508557,0.843520782,-1.133497238
25,28,417,471,138,375,5.594139576,6.724099159,4,-0.12,-0.129496403,0.330935252,0.899280576,-1.129959583
21,30,393,493,286,300,7.109995365,7.628660679,4,-0.428571429,-0.254452926,0.727735369,0.763358779,-0.518665314
23,34,406,605,245,383,7.474061966,7.617323399,4,-0.47826087,-0.490147783,0.603448276,0.943349754,-0.143261433
25,18,374,319,193,250,6.986911774,7.893266201,4,0.28,0.147058824,0.516042781,0.668449198,-0.906354427
20,30,434,515,353,298,4.915290833,7.843889713,4,-0.5,-0.186635945,0.813364055,0.686635945,-2.92859888
17,18,407,354,141,310,5.237239838,7.907626629,4,-0.058823529,0.13022113,0.346437346,0.761670762,-2.670386791
18,19,428,423,227,312,7.616458893,10.89390373,4,-0.055555556,0.011682243,0.530373832,0.728971963,-3.277444837
26,26,412,429,287,277,6.855446815,9.223031044,4,0,-0.041262136,0.696601942,0.672330097,-2.367584229
21,24,416,471,149,369,5.848196507,6.634086609,4,-0.142857143,-0.132211538,0.358173077,0.887019231,-0.785890102
20,27,429,537,394,286,6.070309639,12.8197937,4,-0.35,-0.251748252,0.918414918,0.666666667,-6.749484061
21,19,426,376,64,369,7.500821114,7.831401348,4,0.095238095,0.117370892,0.150234742,0.866197183,-0.330580234
24,21,424,422,144,351,6.011059761,8.02575016,4,0.125,0.004716981,0.339622642,0.827830189,-2.014690399
21,20,397,388,213,286,7.033804417,6.98470211,4,0.047619048,0.022670025,0.536523929,0.720403023,0.049102307
19,24,392,464,146,355,6.61755085,7.23052597,4,-0.263157895,-0.183673469,0.37244898,0.905612245,-0.61297512
28,28,379,414,101,346,5.323039055,5.958425522,4,0,-0.092348285,0.266490765,0.91292876,-0.635386467
24,31,416,560,412,282,5.909079075,8.741185188,4,-0.291666667,-0.346153846,0.990384615,0.677884615,-2.832106113
25,33,399,420,61,379,7.099446774,7.779983521,4,-0.32,-0.052631579,0.152882206,0.949874687,-0.680536747
25,17,403,293,412,142,6.703755379,10.27639198,4,0.32,0.272952854,1.022332506,0.35235732,-3.572636601
21,27,406,496,148,377,7.185834885,7.348955631,4,-0.285714286,-0.221674877,0.36453202,0.928571429,-0.163120746
23,18,403,368,99,336,6.671212673,7.038357735,4,0.217391304,0.086848635,0.245657568,0.833746898,-0.367145062
23,18,435,336,147,312,5.46146059,7.307935715,4,0.217391304,0.227586207,0.337931034,0.717241379,-1.846475125
23,23,436,397,129,352,6.248000145,7.271876812,4,0,0.089449541,0.29587156,0.80733945,-1.023876667
26,26,426,439,143,361,4.77838707,5.492469311,4,0,-0.030516432,0.335680751,0.84741784,-0.714082241
22,24,376,391,47,360,6.165388584,6.438805103,4,-0.090909091,-0.039893617,0.125,0.957446809,-0.273416519
29,29,420,432,106,373,7.71704483,9.025623322,4,0,-0.028571429,0.252380952,0.888095238,-1.308578492
25,31,424,523,255,346,7.110497952,6.110562801,4,-0.24,-0.233490566,0.601415094,0.816037736,0.999935151
24,21,406,349,205,275,6.076653481,7.359194279,4,0.125,0.140394089,0.504926108,0.677339901,-1.282540798
23,26,438,526,234,365,4.878460407,11.53049374,4,-0.130434783,-0.200913242,0.534246575,0.833333333,-6.652033333
30,25,439,389,278,275,4.724405289,9.192470551,4,0.166666667,0.113895216,0.633257403,0.62642369,-4.468065262
30,26,421,437,174,342,6.252030849,7.648351192,4,0.133333333,-0.038004751,0.413301663,0.812351544,-1.396320343
17,25,339,464,185,309,7.608431816,7.282128811,4,-0.470588235,-0.368731563,0.545722714,0.911504425,0.326303005
24,29,423,461,122,381,6.596088886,7.679461479,4,-0.208333333,-0.089834515,0.288416076,0.90070922,-1.083372593
21,21,411,436,141,353,6.587162971,5.850883961,4,0,-0.060827251,0.343065693,0.858880779,0.73627901
23,25,392,412,302,251,6.589681149,7.379417896,4,-0.086956522,-0.051020408,0.770408163,0.640306122,-0.789736747
22,24,421,445,142,362,7.073136806,8.094406128,4,-0.090909091,-0.057007126,0.337292162,0.859857482,-1.021269322
17,21,382,466,222,313,6.667626858,7.562450409,4,-0.235294118,-0.219895288,0.581151832,0.819371728,-0.894823551
22,25,403,413,158,329,5.713614464,5.676185608,4,-0.136363636,-0.024813896,0.392059553,0.816377171,0.037428856
26,20,412,315,109,309,6.489328861,7.92380619,4,0.230769231,0.235436893,0.264563107,0.75,-1.434477329
23,21,407,367,292,241,6.408037186,9.579054832,4,0.086956522,0.098280098,0.717444717,0.592137592,-3.171017646
26,25,400,440,228,306,6.319177628,7.712992668,4,0.038461538,-0.1,0.57,0.765,-1.39381504
26,25,412,426,94,372,6.828897476,6.91735363,4,0.038461538,-0.033980583,0.22815534,0.902912621,-0.088456154
21,22,394,412,162,322,5.278864861,5.656272411,4,-0.047619048,-0.045685279,0.411167513,0.817258883,-0.37740755
24,24,429,506,133,401,7.23258543,6.999860287,4,0,-0.179487179,0.31002331,0.934731935,0.232725143
25,24,422,416,142,348,5.168766499,7.021619797,4,0.04,0.014218009,0.336492891,0.82464455,-1.852853298
24,28,382,460,100,371,7.466526031,8.288069725,4,-0.166666667,-0.204188482,0.261780105,0.971204188,-0.821543694
22,23,419,434,285,284,5.993448257,8.37728405,4,-0.045454545,-0.035799523,0.680190931,0.677804296,-2.383835793
21,20,381,356,243,247,6.295889378,8.803980827,4,0.047619048,0.065616798,0.637795276,0.648293963,-2.508091449
16,20,301,400,131,285,7.7376647,8.232391357,4,-0.25,-0.328903654,0.435215947,0.946843854,-0.494726657
23,25,421,390,177,317,5.717190742,7.393588543,4,-0.086956522,0.073634204,0.420427553,0.752969121,-1.676397801
25,27,380,408,72,358,7.931627274,8.019698143,4,-0.08,-0.073684211,0.189473684,0.942105263,-0.088070869
22,24,403,461,148,358,7.479876995,8.253148079,4,-0.090909091,-0.143920596,0.367245658,0.888337469,-0.773271084
22,15,385,310,175,260,5.181108475,7.984315872,4,0.318181818,0.194805195,0.454545455,0.675324675,-2.803207397
71,72,1022,1037,401,829,32.44742584,27.5837059,0,-0.014084507,-0.014677104,0.392367906,0.811154599,4.86371994
129,39,2705,577,2502,390,37.02575684,12.13860416,0,0.697674419,0.786691312,0.924953789,0.144177449,24.88715268
25,24,561,403,432,266,25.48056984,12.90120983,0,0.04,0.281639929,0.770053476,0.474153298,12.57936001
49,24,1129,514,799,422,36.99095535,17.03594398,0,0.510204082,0.544729849,0.707705934,0.373782108,19.95501137
84,30,1602,527,1367,381,47.80979919,13.67864895,0,0.642857143,0.671036205,0.853308365,0.237827715,34.13115024
47,38,1096,900,270,863,35.26816177,33.24296951,0,0.191489362,0.178832117,0.246350365,0.787408759,2.02519226
41,30,1193,496,1023,333,32.04114914,16.85005951,0,0.268292683,0.584241408,0.857502096,0.279128248,15.19108963
45,38,1010,759,349,710,31.70678139,23.84380722,0,0.155555556,0.248514851,0.345544554,0.702970297,7.86297417
39,20,903,452,697,329,36.0399437,15.31692028,0,0.487179487,0.49944629,0.771871539,0.364341085,20.72302342
32,27,771,545,372,472,35.56887436,19.89102745,0,0.15625,0.293125811,0.482490272,0.612191958,15.67784691
28,23,753,457,594,308,43.27789688,17.09699821,0,0.178571429,0.39309429,0.788844622,0.409030544,26.18089867
22,27,582,684,316,475,31.2611351,17.19843864,0,-0.227272727,-0.175257732,0.542955326,0.816151203,14.06269646
163,32,2805,555,2528,416,40.83283234,12.37435532,0,0.803680982,0.802139037,0.901247772,0.148306595,28.45847702
25,28,480,530,524,243,40.93113327,11.483531,0,-0.12,-0.104166667,1.091666667,0.50625,29.44760227
67,32,1544,601,1325,410,32.66366577,15.13945103,0,0.52238806,0.610751295,0.858160622,0.265544041,17.52421474
30,23,674,441,591,262,25.24840164,14.43634224,0,0.233333333,0.345697329,0.876854599,0.388724036,10.8120594
107,35,1925,764,1239,725,30.53751755,23.39512825,0,0.672897196,0.603116883,0.643636364,0.376623377,7.1423893
108,37,1924,675,1633,483,29.34661865,16.80008507,0,0.657407407,0.649168399,0.848752599,0.251039501,12.54653358
59,39,932,524,904,276,90.13816833,12.0537672,0,0.338983051,0.43776824,0.969957082,0.296137339,78.08440113
35,38,604,679,141,571,10.51517773,8.219333649,2,-0.085714286,-0.124172185,0.233443709,0.945364238,2.295844081
32,30,585,538,67,528,11.39194107,13.24702644,2,0.0625,0.08034188,0.114529915,0.902564103,-1.85508537
26,24,627,606,63,585,9.478626251,10.40555191,2,0.076923077,0.033492823,0.100478469,0.933014354,-0.926925659
29,21,577,387,266,349,12.18657589,14.98862934,2,0.275862069,0.329289428,0.461005199,0.604852686,-2.80205345
37,37,571,585,52,552,8.543477058,8.28353405,2,0,-0.024518389,0.091068301,0.966725044,0.259943008
28,27,597,562,67,546,10.62282181,11.51784134,2,0.035714286,0.058626466,0.112227806,0.914572864,-0.89501953
28,24,604,529,123,505,11.44519615,11.50016785,2,0.142857143,0.124172185,0.203642384,0.836092715,-0.0549717
24,25,513,538,85,483,15.53460503,13.75872421,2,-0.041666667,-0.048732943,0.165692008,0.941520468,1.77588082
31,31,632,628,116,572,12.11957359,11.51237202,2,0,0.006329114,0.183544304,0.905063291,0.60720157
26,23,594,479,193,440,10.60241318,10.46733475,2,0.115384615,0.193602694,0.324915825,0.740740741,0.13507843
31,23,660,508,200,484,9.920018196,11.17279434,2,0.258064516,0.23030303,0.303030303,0.733333333,-1.252776144
27,30,600,677,113,582,11.68838406,10.06585026,2,-0.111111111,-0.128333333,0.188333333,0.97,1.6225338
29,31,604,637,131,555,9.127895355,8.217713356,2,-0.068965517,-0.054635762,0.216887417,0.918874172,0.910181999
26,30,596,695,107,592,11.27890873,9.177940369,2,-0.153846154,-0.166107383,0.179530201,0.993288591,2.100968361
31,27,605,519,92,516,10.95918465,11.59175396,2,0.129032258,0.14214876,0.152066116,0.852892562,-0.63256931
26,23,581,538,115,502,14.93026161,16.927845,2,0.115384615,0.074010327,0.197934596,0.864027539,-1.99758339
